county_name,county_code,state_abb,income_quartile,life_exp,pct_uninsured,poverty_rate,pct_religious,pct_black,pct_hispanic,unemployment_rate,median_hh_inc,is_urban,pop,pop_density,pct_smoke,pct_obese,pct_exercise
Lee,19111,IA,4,88.093063789786,0.1117169,0.0970311,0.5536372,0.02759382,0.0237044,0.0637215,34.95157,0,38052,73.54573,0.12,0.26,0.88
Linn,19113,IA,1,78.8237023415067,0.08824151,0.0650292,0.5705396,0.02533633,0.01419919,0.0309149,41.89386,1,191701,267.2005,0.2896175,0.2859175,0.67913669
Linn,19113,IA,4,87.0860387696316,0.08824151,0.0650292,0.5705396,0.02533633,0.01419919,0.0309149,41.89386,1,191701,267.2005,0.1211268,0.2302158,0.87808418
Marion,19125,IA,1,78.7875595497336,0.08545235,0.0763492,0.5671409,0.00402471,0.008018221,0.0327428,35.47447,0,32052,57.83324,0.2222222,0.25,0.68888891
Marion,19125,IA,4,86.731803982528,0.08545235,0.0763492,0.5671409,0.00402471,0.008018221,0.0327428,35.47447,0,32052,57.83324,0.1206897,0.245614,0.86440676
Marshall,19127,IA,1,78.267251130455,0.1323281,0.1024269,0.5691028,0.008852484,0.08961868,0.0315579,34.64958,0,39311,68.68752,0.3242009,0.3034826,0.62189054
Marshall,19127,IA,4,86.6863080827834,0.1323281,0.1024269,0.5691028,0.008852484,0.08961868,0.0315579,34.64958,0,39311,68.68752,0.1089109,0.2352941,0.79381442
Muscatine,19139,IA,1,79.0290663139932,0.1184015,0.0887239,0.4984421,0.006495374,0.1191937,0.0349885,36.60714,1,41722,95.1105,0.2727273,0.2830189,0.5321101
Muscatine,19139,IA,4,84.881325347944,0.1184015,0.0887239,0.4984421,0.006495374,0.1191937,0.0349885,36.60714,1,41722,95.1105,0.12,0.1944444,0.9066667
Polk,19153,IA,1,77.1587815822332,0.1021039,0.0793604,0.481902,0.04771477,0.04402017,0.0286095,42.54135,1,374601,657.9492,0.3149284,0.2710545,0.62201303
Polk,19153,IA,4,86.414416574478,0.1021039,0.0793604,0.481902,0.04771477,0.04402017,0.0286095,42.54135,1,374601,657.9492,0.1234019,0.1801029,0.89225394
Pottawattamie,19155,IA,1,76.5499277046946,0.1142886,0.0840238,0.4412683,0.007502508,0.03297455,0.0306848,36.15545,1,87704,91.90766,0.3119093,0.3021443,0.60042733
Pottawattamie,19155,IA,4,86.0126645145688,0.1142886,0.0840238,0.4412683,0.007502508,0.03297455,0.0306848,36.15545,1,87704,91.90766,0.125,0.2727273,0.85836911
Scott,19163,IA,1,78.0682220707757,0.1032892,0.1049961,0.4840044,0.05986084,0.04061941,0.0393322,39.10973,1,158668,346.4866,0.3157122,0.2635542,0.66197181
Scott,19163,IA,4,85.537506651656,0.1032892,0.1049961,0.4840044,0.05986084,0.04061941,0.0393322,39.10973,1,158668,346.4866,0.1374795,0.1953255,0.901528
Sioux,19167,IA,1,81.6485063533711,0.1213764,0.0643858,0.9646396,0.001804426,0.02557853,0.0233653,31.35446,0,31589,41.13776,0.1785714,0.3205128,0.64285713
Sioux,19167,IA,4,85.7800957387606,0.1213764,0.0643858,0.9646396,0.001804426,0.02557853,0.0233653,31.35446,0,31589,41.13776,0.1111111,0.0285714,0.83333331
Story,19169,IA,1,78.6806455256285,0.1037745,0.1406157,0.5096835,0.01801678,0.01547868,0.0206972,31.2156,1,79981,139.617,0.2177033,0.1616915,0.73901808
Story,19169,IA,4,88.4133498646206,0.1037745,0.1406157,0.5096835,0.01801678,0.01547868,0.0206972,31.2156,1,79981,139.617,0.0898551,0.168639,0.88288289
Wapello,19179,IA,1,78.2372497083182,0.1218982,0.1322416,0.4225958,0.00912596,0.02216305,0.0454173,31.60376,0,36051,83.48837,0.2926829,0.2820513,0.57317072
Wapello,19179,IA,4,87.8248701292768,0.1218982,0.1322416,0.4225958,0.00912596,0.02216305,0.0454173,31.60376,0,36051,83.48837,0.1020408,0.1489362,0.95833331
Warren,19181,IA,1,79.7418524168823,0.07837145,0.0506846,0.4171031,0.00260628,0.01084311,0.0255928,37.65207,1,40671,71.14744,0.2515337,0.3647799,0.62328768
Warren,19181,IA,4,86.6969995492284,0.07837145,0.0506846,0.4171031,0.00260628,0.01084311,0.0255928,37.65207,1,40671,71.14744,0.1138211,0.2786885,0.88793105
Webster,19187,IA,1,78.0623976140588,0.1145221,0.09987,0.6107618,0.03327948,0.02346216,0.0360186,33.72143,0,40235,56.25427,0.265896,0.3192771,0.51948053
Webster,19187,IA,4,84.8989861367045,0.1145221,0.09987,0.6107618,0.03327948,0.02346216,0.0360186,33.72143,0,40235,56.25427,0.0877193,0.2631579,0.83636361
Woodbury,19193,IA,1,77.5195757901098,0.1480679,0.1030254,0.5805905,0.01937869,0.09114626,0.031368,35.90488,1,103877,119.0438,0.3395523,0.2926356,0.60707271
Woodbury,19193,IA,4,87.5283075518188,0.1480679,0.1030254,0.5805905,0.01937869,0.09114626,0.031368,35.90488,1,103877,119.0438,0.1570248,0.2025317,0.87068963
Barton,20009,KS,1,77.4710954688298,0.1957815,0.1290982,0.7543698,0.01077823,0.08310583,0.0325272,33.24492,0,28205,31.54908,0.2378641,0.3350515,0.61780107
Barton,20009,KS,4,83.3754294911372,0.1957815,0.1290982,0.7543698,0.01077823,0.08310583,0.0325272,33.24492,0,28205,31.54908,0.1212121,0.328125,0.7846154
Butler,20015,KS,1,76.3895818702267,0.1365727,0.0731341,0.4882317,0.01361756,0.02246058,0.039978,38.08025,1,59482,41.65844,0.2890365,0.2743682,0.59722221
Butler,20015,KS,4,83.7976038094125,0.1365727,0.0731341,0.4882317,0.01361756,0.02246058,0.039978,38.08025,1,59482,41.65844,0.1350482,0.2093023,0.86195284
Cowley,20035,KS,1,77.0928798040844,0.1599558,0.1293101,0.5190819,0.02675595,0.03593177,0.0426158,33.57515,0,36291,32.22324,0.3223141,0.3376068,0.54310346
Cowley,20035,KS,4,83.8553431496248,0.1599558,0.1293101,0.5190819,0.02675595,0.03593177,0.0426158,33.57515,0,36291,32.22324,0.0638298,0.2333333,0.75555557
Crawford,20037,KS,1,77.006859693485,0.180736,0.1595386,0.4501595,0.01754615,0.02379583,0.051108,29.0992,1,38242,64.49913,0.316129,0.27,0.59121621
Crawford,20037,KS,4,86.0823505335489,0.180736,0.1595386,0.4501595,0.01754615,0.02379583,0.051108,29.0992,1,38242,64.49913,0.1,0.2380952,0.85714287
Douglas,20045,KS,1,79.1867732013448,0.176577,0.1585439,0.2908605,0.04149577,0.03269243,0.032775,31.72892,1,99962,218.7972,0.2846715,0.1886792,0.69072163
Douglas,20045,KS,4,87.2871105486616,0.176577,0.1585439,0.2908605,0.04149577,0.03269243,0.032775,31.72892,1,99962,218.7972,0.0909091,0.1720227,0.87451738
Ellis,20051,KS,1,78.5141664429752,0.1441046,0.1290507,0.4908932,0.006289308,0.02370306,0.029191,32.63802,0,27507,30.56433,0.1830065,0.2827586,0.66666669
Ellis,20051,KS,4,87.0339941310066,0.1441046,0.1290507,0.4908932,0.006289308,0.02370306,0.029191,32.63802,0,27507,30.56433,0.12,0.2222222,0.79000002
Finney,20055,KS,1,79.0722584848485,0.2187406,0.1422861,0.5222219,0.009796906,0.433038,0.0714781,29.22638,0,40523,31.12905,0.1987578,0.3108108,0.5582822
Finney,20055,KS,4,86.4896893554328,0.2187406,0.1422861,0.5222219,0.009796906,0.433038,0.0714781,29.22638,0,40523,31.12905,0.1684211,0.2795699,0.80000001
Ford,20057,KS,1,78.9419690547564,0.2219934,0.1239779,0.4771089,0.01444944,0.3768254,0.0315789,30.30034,0,32458,29.54762,0.1907895,0.2676056,0.59477127
Ford,20057,KS,4,89.4622433174135,0.2219934,0.1239779,0.4771089,0.01444944,0.3768254,0.0315789,30.30034,0,32458,29.54762,0.1071429,0.3584906,0.875
Geary,20061,KS,1,77.2096032399199,0.14006,0.120832,0.3064014,0.2149426,0.08451712,0.0557751,29.96183,1,27947,72.64742,0.2831858,0.2385321,0.65486723
Geary,20061,KS,4,86.7415551253768,0.14006,0.120832,0.3064014,0.2149426,0.08451712,0.0557751,29.96183,1,27947,72.64742,0.122449,0.1666667,0.79591835
Harvey,20079,KS,1,78.0367157477018,0.1550086,0.0641332,0.6085674,0.01527275,0.07971036,0.0348219,36.75416,1,32869,60.94379,0.2,0.3277778,0.60555553
Harvey,20079,KS,4,87.7446830026884,0.1550086,0.0641332,0.6085674,0.01527275,0.07971036,0.0348219,36.75416,1,32869,60.94379,0.0642202,0.245283,0.87850469
Johnson,20091,KS,1,79.9659102715185,0.1059413,0.0343635,0.5081315,0.02564478,0.03980837,0.0382367,55.93245,1,451086,946.1172,0.2407692,0.2248,0.67527062
Johnson,20091,KS,4,87.0735433242093,0.1059413,0.0343635,0.5081315,0.02564478,0.03980837,0.0382367,55.93245,1,451086,946.1172,0.1055002,0.186103,0.89377469
Leavenworth,20103,KS,1,76.8334807566119,0.110107,0.0665066,0.3178291,0.1021677,0.03814183,0.0515693,33.85331,1,68691,148.2736,0.2845528,0.2384937,0.64782608
Leavenworth,20103,KS,4,86.2445623006196,0.110107,0.0665066,0.3178291,0.1021677,0.03814183,0.0515693,33.85331,1,68691,148.2736,0.1133144,0.2420749,0.84195405
Lyon,20111,KS,1,79.3107898853249,0.2125093,0.1453346,0.4599972,0.021845,0.1672464,0.0412585,28.13665,0,35935,42.23328,0.208,0.2845188,0.59734511
Lyon,20111,KS,4,84.7722169396758,0.2125093,0.1453346,0.4599972,0.021845,0.1672464,0.0412585,28.13665,0,35935,42.23328,0.08,0.287234,0.84693879
McPherson,20113,KS,1,78.7628906566807,0.1250752,0.0664541,0.6363606,0.007850037,0.01938824,0.0363505,36.71185,1,29554,32.84832,0.1644737,0.2653061,0.69999999
McPherson,20113,KS,4,86.6329599615208,0.1250752,0.0664541,0.6363606,0.007850037,0.01938824,0.0363505,36.71185,1,29554,32.84832,0.079646,0.3243243,0.89908254
Miami,20121,KS,1,78.755959897312,0.1240556,0.0553988,0.5023103,0.01513174,0.01590773,0.0423685,39.76244,1,28351,49.15908,0.2352941,0.3469388,0.59803921
Miami,20121,KS,4,88.2283722811707,0.1240556,0.0553988,0.5023103,0.01513174,0.01590773,0.0423685,39.76244,1,28351,49.15908,0.1623932,0.2521739,0.85470086
Montgomery,20125,KS,1,78.5102922084848,0.1814915,0.1256343,0.5789474,0.05966567,0.03083968,0.0655858,32.37709,0,36252,56.1869,0.3100304,0.3103448,0.50653595
Montgomery,20125,KS,4,86.4677994339814,0.1814915,0.1256343,0.5789474,0.05966567,0.03083968,0.0655858,32.37709,0,36252,56.1869,0.1340206,0.2105263,0.76041669
Reno,20155,KS,1,78.5168553452651,0.1511539,0.1092293,0.5137521,0.02796728,0.05650564,0.0454024,34.10779,0,64790,51.64944,0.3036876,0.248307,0.63470322
Reno,20155,KS,4,86.5653083327219,0.1511539,0.1092293,0.5137521,0.02796728,0.05650564,0.0454024,34.10779,0,64790,51.64944,0.1098901,0.2134831,0.89265537
Riley,20161,KS,1,78.3418573317308,0.1378384,0.2056396,0.3485352,0.06716739,0.04570119,0.0328691,23.75815,1,62843,103.0973,0.2367601,0.2058824,0.72575253
Riley,20161,KS,4,87.3806949445178,0.1378384,0.2056396,0.3485352,0.06716739,0.04570119,0.0328691,23.75815,1,62843,103.0973,0.1097046,0.2086957,0.86147183
Saline,20169,KS,1,77.5472049404314,0.1695722,0.0879551,0.5647704,0.03026289,0.06022725,0.0375147,35.80666,0,53597,74.48032,0.2696078,0.2820513,0.61803716
Saline,20169,KS,4,86.1862528130833,0.1695722,0.0879551,0.5647704,0.03026289,0.06022725,0.0375147,35.80666,0,53597,74.48032,0.1135135,0.2404372,0.87134504
Sedgwick,20173,KS,1,77.4247800578409,0.1708084,0.0954073,0.4667332,0.08997746,0.08036983,0.041389,39.14039,1,452869,453.1518,0.2657311,0.276616,0.58374387
Sedgwick,20173,KS,4,85.3706836724646,0.1708084,0.0954073,0.4667332,0.08997746,0.08036983,0.041389,39.14039,1,452869,453.1518,0.1368642,0.2321716,0.87175328
Shawnee,20177,KS,1,76.7117767925061,0.1531497,0.0958757,0.4615502,0.08781369,0.07258449,0.0420721,38.66066,1,169871,308.9601,0.2735389,0.3120205,0.58355439
Shawnee,20177,KS,4,86.7014774785608,0.1531497,0.0958757,0.4615502,0.08781369,0.07258449,0.0420721,38.66066,1,169871,308.9601,0.1176471,0.2157124,0.8855263
Sumner,20191,KS,1,77.3596084316311,0.1470383,0.0954292,0.6536653,0.006744778,0.03580513,0.0420201,36.38355,1,25946,21.95453,0.2631579,0.3271028,0.57894737
Sumner,20191,KS,4,85.5239805978404,0.1470383,0.0954292,0.6536653,0.006744778,0.03580513,0.0420201,36.38355,1,25946,21.95453,0.1527778,0.2857143,0.75
Wyandotte,20209,KS,1,76.7702138837529,0.2365885,0.1653674,0.3573492,0.2807666,0.1599739,0.0750087,30.21355,1,157882,1042.884,0.3293578,0.3216715,0.51106638
Wyandotte,20209,KS,4,85.4718072269102,0.2365885,0.1653674,0.3573492,0.2807666,0.1599739,0.0750087,30.21355,1,157882,1042.884,0.1953642,0.2593857,0.80139375
Barren,21009,KY,1,79.1307890792114,0.1915057,0.1560424,0.4906266,0.04083296,0.009334,0.0503311,31.22809,0,38033,77.46442,0.3653846,0.2753036,0.5
Barren,21009,KY,4,84.9973948606961,0.1915057,0.1560424,0.4906266,0.04083296,0.009334,0.0503311,31.22809,0,38033,77.46442,0.14,0.2857143,0.81818181
Bell,21013,KY,1,79.0426455317158,0.1986555,0.310719,0.6812375,0.0239521,0.006453759,0.0834268,20.98331,0,30060,83.32225,0.3791209,0.32,0.46308726
Bell,21013,KY,4,91.7081876538937,0.1986555,0.310719,0.6812375,0.0239521,0.006453759,0.0834268,20.98331,0,30060,83.32225,0.4285714,0.1333333,0.9285714
Boone,21015,KY,1,78.4673519367109,0.1294182,0.0561527,0.5427428,0.01483876,0.01979277,0.0391207,42.49071,1,85991,349.1875,0.3510204,0.2933884,0.57281554
Boone,21015,KY,4,84.8397828013451,0.1294182,0.0561527,0.5427428,0.01483876,0.01979277,0.0391207,42.49071,1,85991,349.1875,0.1308725,0.1929825,0.85053378
Boyd,21019,KY,1,76.8861086078099,0.1727273,0.1545166,0.6356327,0.02460203,0.01121563,0.0649937,32.46223,1,49752,310.6229,0.3557522,0.2902033,0.50823045
Boyd,21019,KY,4,85.8028252454692,0.1727273,0.1545166,0.6356327,0.02460203,0.01121563,0.0649937,32.46223,1,49752,310.6229,0.1560694,0.2529412,0.78125
Boyle,21021,KY,1,78.2262064031016,0.1826023,0.1192098,0.7705888,0.09636423,0.01436979,0.0547308,32.60872,0,27697,152.2675,0.4285714,0.4615385,0.35714287
Boyle,21021,KY,4,84.8348971743603,0.1826023,0.1192098,0.7705888,0.09636423,0.01436979,0.0547308,32.60872,0,27697,152.2675,0.2941177,0.1428571,0.88235295
Bullitt,21029,KY,1,78.2049917699421,0.1498039,0.079037,0.4423868,0.003788621,0.006254491,0.0424628,32.34194,1,61236,204.7503,0.3783784,0.2777778,0.60000002
Bullitt,21029,KY,4,84.2417386924262,0.1498039,0.079037,0.4423868,0.003788621,0.006254491,0.0424628,32.34194,1,61236,204.7503,0.2592593,0.2,0.72000003
Calloway,21035,KY,1,78.7885907777106,0.1917527,0.1663286,0.6024226,0.03511133,0.01383972,0.0523088,28.38303,0,34177,88.48326,0.345098,0.2024291,0.62557077
Calloway,21035,KY,4,86.7723601841077,0.1917527,0.1663286,0.6024226,0.03511133,0.01383972,0.0523088,28.38303,0,34177,88.48326,0.0909091,0.2117647,0.8888889
Campbell,21037,KY,1,76.4395510916096,0.1423624,0.0932857,0.5284147,0.01566308,0.008632752,0.0440543,38.07821,1,88616,584.7143,0.3490814,0.2884097,0.53918493
Campbell,21037,KY,4,86.7759459021765,0.1423624,0.0932857,0.5284147,0.01566308,0.008632752,0.0440543,38.07821,1,88616,584.7143,0.1041667,0.1937173,0.88757396
Carter,21043,KY,1,79.9712085806452,0.1847869,0.2230034,0.3089739,0.001264458,0.005876009,0.1031721,24.44697,1,26889,65.48724,0.3618234,0.3363095,0.48355263
Carter,21043,KY,4,83.2121362474558,0.1847869,0.2230034,0.3089739,0.001264458,0.005876009,0.1031721,24.44697,1,26889,65.48724,0.2115385,0.3137255,0.77551019
Christian,21047,KY,1,76.8998788667388,0.1747811,0.1499215,0.4527088,0.2338061,0.04834982,0.0672669,25.06452,1,72265,100.1851,0.3609272,0.2764505,0.58431375
Christian,21047,KY,4,85.9675396343032,0.1747811,0.1499215,0.4527088,0.2338061,0.04834982,0.0672669,25.06452,1,72265,100.1851,0.1774193,0.1967213,0.82758623
Clark,21049,KY,1,77.7874793310689,0.17697,0.1064201,0.5481837,0.04730871,0.01185735,0.0533365,34.46715,1,33144,130.329,0.25,0.0833333,0.5
Clark,21049,KY,4,84.852015243247,0.17697,0.1064201,0.5481837,0.04730871,0.01185735,0.0533365,34.46715,1,33144,130.329,0.3,0.1,1
Daviess,21059,KY,1,77.9044352850159,0.1506574,0.1233413,0.7222896,0.04327926,0.009230433,0.0507166,35.00274,1,91545,197.9827,0.3305369,0.2625216,0.51698112
Daviess,21059,KY,4,83.7532487450457,0.1506574,0.1233413,0.7222896,0.04327926,0.009230433,0.0507166,35.00274,1,91545,197.9827,0.1217391,0.1858407,0.85981309
Fayette,21067,KY,1,77.3300016878941,0.1847184,0.1287056,0.4730838,0.1338748,0.03286221,0.0374444,38.37921,1,260512,915.6341,0.3273616,0.2466667,0.58015269
Fayette,21067,KY,4,86.7974859431673,0.1847184,0.1287056,0.4730838,0.1338748,0.03286221,0.0374444,38.37921,1,260512,915.6341,0.1135802,0.1725,0.87397259
Floyd,21071,KY,1,77.9412254871017,0.1891162,0.3026395,0.3087109,0.01279423,0.006126152,0.0670166,21.92591,0,42441,107.6379,0.3837953,0.3802198,0.44498777
Floyd,21071,KY,4,86.0722153603926,0.1891162,0.3026395,0.3087109,0.01279423,0.006126152,0.0670166,21.92591,0,42441,107.6379,0.1142857,0.2535211,0.78787881
Franklin,21073,KY,1,75.7566084112341,0.1739571,0.1067865,0.6288926,0.09314907,0.01113511,0.0374104,37.45742,1,47687,226.5847,0.46,0.2653061,0.44
Franklin,21073,KY,4,84.1968033899839,0.1739571,0.1067865,0.6288926,0.09314907,0.01113511,0.0374104,37.45742,1,47687,226.5847,0.1351351,0.4,0.8108108
Graves,21083,KY,1,78.407640899541,0.2156786,0.1637399,0.7608026,0.04418278,0.02398185,0.0660344,32.08081,0,37028,66.64607,0.3320895,0.3035019,0.5422222
Graves,21083,KY,4,84.1802963078971,0.2156786,0.1637399,0.7608026,0.04418278,0.02398185,0.0660344,32.08081,0,37028,66.64607,0.164557,0.1081081,0.77777779
Greenup,21089,KY,1,78.5156756081688,0.1648748,0.1412017,0.400206,0.005638232,0.005529804,0.0629648,31.59371,1,36891,106.5888,0.350348,0.3317536,0.47580644
Greenup,21089,KY,4,85.1242102012676,0.1648748,0.1412017,0.400206,0.005638232,0.005529804,0.0629648,31.59371,1,36891,106.5888,0.1278196,0.3095238,0.8442623
Hardin,21093,KY,1,77.1197955432093,0.156784,0.1003715,0.5087285,0.1164759,0.03354429,0.0513416,30.96468,1,94174,149.9641,0.3545082,0.3086681,0.52267301
Hardin,21093,KY,4,85.4988625655171,0.156784,0.1003715,0.5087285,0.1164759,0.03354429,0.0513416,30.96468,1,94174,149.9641,0.1582278,0.1960784,0.84931505
Harlan,21095,KY,1,77.2573011083614,0.1989122,0.3249223,0.4943979,0.02605265,0.006505632,0.0776641,21.71156,0,33202,71.06667,0.3625498,0.3544304,0.41981131
Harlan,21095,KY,4,82.6210060384788,0.1989122,0.3249223,0.4943979,0.02605265,0.006505632,0.0776641,21.71156,0,33202,71.06667,0.1333333,0.3448276,0.75862068
Henderson,21101,KY,1,76.0162515536025,0.1625945,0.122571,0.6576324,0.07035624,0.009658926,0.0472885,33.57073,1,44829,101.8553,0.4160839,0.2795699,0.53937006
Henderson,21101,KY,4,86.0429010385174,0.1625945,0.122571,0.6576324,0.07035624,0.009658926,0.0472885,33.57073,1,44829,101.8553,0.1238938,0.2181818,0.8490566
Hopkins,21107,KY,1,76.3897157636619,0.1837797,0.1653405,0.5723683,0.0618242,0.009093058,0.058097,32.24998,1,46519,84.49426,0.3595166,0.3596215,0.46440679
Hopkins,21107,KY,4,84.6152361169732,0.1837797,0.1653405,0.5723683,0.0618242,0.009093058,0.058097,32.24998,1,46519,84.49426,0.1553398,0.1881188,0.82828283
Jefferson,21111,KY,1,77.1079039711456,0.1606903,0.1235794,0.5460493,0.1874312,0.01783438,0.0471513,40.94497,1,693604,1801.158,0.3501742,0.2879238,0.54226804
Jefferson,21111,KY,4,86.0737235729491,0.1606903,0.1235794,0.5460493,0.1874312,0.01783438,0.0471513,40.94497,1,693604,1801.158,0.1319444,0.1648873,0.87166452
Jessamine,21113,KY,1,77.6661899598933,0.1841642,0.104707,0.5582592,0.03117236,0.01311442,0.0383272,33.25387,1,39041,225.4972,0.3846154,0.1538462,0.84615386
Jessamine,21113,KY,4,87.8314479820316,0.1841642,0.104707,0.5582592,0.03117236,0.01311442,0.0383272,33.25387,1,39041,225.4972,0.125,0.0666667,0.9375
Kenton,21117,KY,1,76.6866846301441,0.1528126,0.0901586,0.5283368,0.03817409,0.01101912,0.0428209,40.29162,1,151464,935.1588,0.4092664,0.240404,0.52993345
Kenton,21117,KY,4,85.7890118930089,0.1528126,0.0901586,0.5283368,0.03817409,0.01101912,0.0428209,40.29162,1,151464,935.1588,0.1626016,0.1883657,0.88023955
Knox,21121,KY,1,77.49769700519,0.1910887,0.3483211,0.5834251,0.008240289,0.005661267,0.0644095,19.78108,0,31795,82.01682,0.3557692,0.3366337,0.44318181
Knox,21121,KY,4,76.3352216666667,0.1910887,0.3483211,0.5834251,0.008240289,0.005661267,0.0644095,19.78108,0,31795,82.01682,0.1153846,0.28,0.875
Laurel,21125,KY,1,79.5742552520914,0.199386,0.2125265,0.4215499,0.006146258,0.00552025,0.0502659,25.63233,0,52715,120.9977,0.3643835,0.3370787,0.46964857
Laurel,21125,KY,4,85.4723030700575,0.199386,0.2125265,0.4215499,0.006146258,0.00552025,0.0502659,25.63233,0,52715,120.9977,0.1756757,0.2222222,0.81159419
Letcher,21133,KY,1,77.9633848558168,0.1802026,0.2709917,0.2943783,0.005103453,0.004351782,0.0629672,21.25473,0,25277,74.5537,0.4407217,0.3262032,0.44999999
Letcher,21133,KY,4,87.842067352075,0.1802026,0.2709917,0.2943783,0.005103453,0.004351782,0.0629672,21.25473,0,25277,74.5537,0.1333333,0.3863636,0.75
Logan,21141,KY,1,77.8706416149609,0.2244807,0.1553855,0.6985662,0.07579122,0.01083807,0.0667172,30.00395,1,26573,47.8203,0.3893805,0.2946429,0.51648355
Logan,21141,KY,4,84.5799379592598,0.2244807,0.1553855,0.6985662,0.07579122,0.01083807,0.0667172,30.00395,1,26573,47.8203,0.1875,0.3225806,0.80645162
McCracken,21145,KY,1,77.412745381774,0.16214,0.1511537,0.6716122,0.1083585,0.01059316,0.0521142,36.59277,0,65514,260.9863,0.3427896,0.2673267,0.59349591
McCracken,21145,KY,4,86.2071990556379,0.16214,0.1511537,0.6716122,0.1083585,0.01059316,0.0521142,36.59277,0,65514,260.9863,0.1576355,0.1958763,0.8369565
Madison,21151,KY,1,78.1671235922144,0.1892868,0.1675361,0.4127159,0.04427701,0.009665312,0.0474744,28.07123,0,70872,160.8232,0.4206896,0.2605634,0.57851237
Madison,21151,KY,4,85.9075692740905,0.1892868,0.1675361,0.4127159,0.04427701,0.009665312,0.0474744,28.07123,0,70872,160.8232,0.0877193,0.2830189,0.8125
Marshall,21157,KY,1,77.5540621638257,0.1672672,0.0947404,0.6606805,0.001195021,0.00760166,0.0646249,34.31392,0,30125,98.80773,0.3333333,0.2574258,0.66844922
Marshall,21157,KY,4,85.3121423046146,0.1672672,0.0947404,0.6606805,0.001195021,0.00760166,0.0646249,34.31392,0,30125,98.80773,0.1290323,0.25,0.82758623
Meade,21163,KY,1,78.6596720498114,0.1705604,0.1133756,0.5244221,0.04053285,0.02151884,0.0517627,29.28311,1,26349,85.40865,0.4313726,0.42,0.56862748
Meade,21163,KY,4,86.8066092714171,0.1705604,0.1133756,0.5244221,0.04053285,0.02151884,0.0517627,29.28311,1,26349,85.40865,0.2068966,0.2413793,0.75862068
Muhlenberg,21177,KY,1,77.7739509542256,0.1944311,0.1968256,0.6833443,0.0462326,0.007286661,0.0829103,26.90864,1,31839,67.06922,0.3690476,0.3441296,0.48706895
Muhlenberg,21177,KY,4,82.3343545529899,0.1944311,0.1968256,0.6833443,0.0462326,0.007286661,0.0829103,26.90864,1,31839,67.06922,0.2222222,0.1538462,0.78431374
Nelson,21179,KY,1,78.9133069880439,0.1659398,0.1219691,0.6425274,0.05480695,0.0105398,0.0519494,33.13576,0,37477,88.67641,0.3850575,0.2891566,0.58552629
Nelson,21179,KY,4,86.1373601968262,0.1659398,0.1219691,0.6425274,0.05480695,0.0105398,0.0519494,33.13576,0,37477,88.67641,0.1666667,0.2394366,0.8888889
Oldham,21185,KY,1,76.547848865854,0.1020809,0.0406169,0.5581879,0.04185976,0.01303651,0.0351744,43.18327,1,46178,244.0854,0.25,0.3,0.5
Oldham,21185,KY,4,87.68094377554,0.1020809,0.0406169,0.5581879,0.04185976,0.01303651,0.0351744,43.18327,1,46178,244.0854,0.2,0.2093023,0.91111112
Perry,21193,KY,1,77.4119782934361,0.1785104,0.2910535,0.3683226,0.01626404,0.005239877,0.0670933,21.58779,0,29390,85.8979,0.4217391,0.3459821,0.49376559
Perry,21193,KY,4,79.2909525543006,0.1785104,0.2910535,0.3683226,0.01626404,0.005239877,0.0670933,21.58779,0,29390,85.8979,0.1714286,0.2941177,0.83823532
Pike,21195,KY,1,78.8306707015957,0.1795773,0.2341569,0.3545886,0.004495461,0.006546788,0.0568983,25.10768,0,68736,87.26291,0.400507,0.3359274,0.43564355
Pike,21195,KY,4,83.2511015167249,0.1795773,0.2341569,0.3545886,0.004495461,0.006546788,0.0568983,25.10768,0,68736,87.26291,0.1328125,0.2131148,0.75423729
Pulaski,21199,KY,1,78.7057103593237,0.196462,0.1909129,0.6938293,0.0107085,0.008075849,0.0666842,28.26055,0,56217,84.97074,0.3492334,0.2874779,0.56031126
Pulaski,21199,KY,4,85.8038934313599,0.196462,0.1909129,0.6938293,0.0107085,0.008075849,0.0666842,28.26055,0,56217,84.97074,0.1637931,0.2105263,0.86538464
Scott,21209,KY,1,78.5701809110207,0.1319416,0.0876765,0.4141133,0.05290221,0.01606122,0.0396253,37.22639,1,33061,116.1169,0.3333333,0.4,0.53333336
Scott,21209,KY,4,85.3979113443984,0.1319416,0.0876765,0.4141133,0.05290221,0.01606122,0.0396253,37.22639,1,33061,116.1169,0.0625,0.3125,0.8125
Shelby,21211,KY,1,78.1932994950036,0.1888665,0.0992459,0.5698473,0.08768036,0.04514503,0.0430578,35.74439,1,33337,86.77217,0.25,0.3636364,0.5
Shelby,21211,KY,4,86.9360043836296,0.1888665,0.0992459,0.5698473,0.08768036,0.04514503,0.0430578,35.74439,1,33337,86.77217,0.1666667,0.25,0.91666669
Warren,21227,KY,1,78.4218445131273,0.1884943,0.1543349,0.5212058,0.0855256,0.02665312,0.0478365,32.19155,1,92522,169.6994,0.3738938,0.2378753,0.58656329
Warren,21227,KY,4,86.0812923578878,0.1884943,0.1543349,0.5212058,0.0855256,0.02665312,0.0478365,32.19155,1,92522,169.6994,0.1454545,0.2142857,0.87142855
Whitley,21235,KY,1,77.7269467023285,0.1804087,0.2636182,0.6835634,0.003401645,0.006942702,0.0602956,23.26286,0,35865,81.48289,0.4123711,0.3391004,0.48828125
